,cleanName,NAME,Type,valid,parkDistrict,lat,lon
1029,lt joseph petrosino park,lt. joseph petrosino park,other,av,B-11,-73.998512284,40.61911977
1030,riverside park - neufeld playgound,riverside park,pgs,av,M-14,-73.976,40.7967
1031,horseshoe playground,horseshoe playground,park_direct,av,X-02,-73.8976915697,40.8241212193
1032,gutenberg playground,gutenberg playground,park_direct,av,M-04,-73.9901653301,40.7634643373
1033,willow lake playground - ps 197,willow lake playground,pgs,av,Q-06,-73.8371,40.7226
1034,van cortlandt park - golf house and lower putnam trail,van cortlandt park,empiric,av,X-13,-73.8866670724,40.8971015129
1035,prospect park - lower long meadow,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
1036,174th st playground,174th st playground,pgs,av,X-09,-73.8778,40.8344
1037,aqueduct walk - 227 street playground,227st playground,pgs,v,X-14,-73.8642,40.8909
1038,ocean hill playground,ocean hill playground,park_direct,av,B-16,-73.9121857508,40.6744279303
1039,forest park - mary whalen playground,forest park,empiric,av,Q-16,-73.853002977,40.7020526074
1040,weeksville playground,weeksville playground,park_direct,av,B-03,-73.9194740653,40.6772480515
1041,alley park - ps 213 playground,alley park,pgs,v,Q-11,-73.7451,40.7472
1042,browne park - boone playground,daniel boone playground,pgs,v,X-03,-73.8859,40.8296
1043,nathan weidenbaum park,nathan weidenbaum park,park_direct,av,Q-02,-73.9022443947,40.7381602928
1044,pelham bay park - orchard beach parking lot,pelham bay park,empiric,av,X-11,-73.8042018565,40.8681072084
1045,central park - ross pinetum,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1046,carlton park,carlton park,park_direct,av,R-03,-74.2023079154,40.5330718378
1047,carlton park,carlton park,park_direct,av,R-03,-74.1844723405,40.5519154899
1048,bayswater park - bayswater playground,bayswater playground,pgs,av,Q-14,-73.767,40.599
1049,loreto park,loreto playground,other,v,X-11,-73.8521192961,40.8490580199
1050,jesse owens playground,jesse owens playground,park_direct,av,B-03,-73.9323933885,40.6913724629
1051,pfc norton playground,pfc norton playground,park_direct,av,B-15,-73.9449016723,40.6145812036
1052,st nicholas playground south,st nicholas south playground,pgs,av,M-10,-73.9472,40.8111
1053,midland field,midland field,park_direct,av,R-02,-74.0985998443,40.576163733
1054,osborn playground,osborn playground,park_direct,av,B-16,-73.9060431289,40.6556430775
1055,gorman playground,gorman playground,park_direct,av,Q-03,-73.8842369646,40.7623842836
1056,powell playground,powell playground,park_direct,av,B-16,-73.9048274853,40.6712729404
1057,recreation center - hunt's point,julio carballo fields,other,v,X-02,-73.8892507607,40.8156009557
1058,israel putnam - ps 44,p.s. 44,school,v,R-01,-74.157597911,40.6317642187
1059,kennedy king playground,kennedy king playground,park_direct,av,B-17,-73.9220324017,40.6585960888
1060,prospect park - lefferts homestead carousel,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
1061,bleecker playground,bleecker playground,park_direct,av,M-02,-74.0054863467,40.7362982037
1062,cauldwell playground,cauldwell playground,pgs,av,X-03,-73.9073,40.8229
1063,millbrook playground,millbrook playground,park_direct,av,X-01,-73.9166478385,40.8043540918
1064,the creative little garden,the creative little garden,park_direct,av,M-03,-73.982587598,40.7246509667
1065,arthur von briesen park,von briesen park,other,av,R-01,-74.0586225788,40.6077514442
1066,greenpoint playground,greenpoint playground,park_direct,av,B-01,-73.9590161586,40.7357315279
1067,beach channel playground - ps 183,beach channel playground,pgs,av,Q-14,-73.8058,40.589
1068,jackie robinson park playground - school,jackie robinson park,pgs,av,B-03,-73.9277,40.6802
1069,jackie robinson park playground - school,jackie robinson park,pgs,av,M-10,-73.9412,40.8259
1070,ampere playground - ps 64,ampere playground,pgs,av,Q-09,-73.857,40.6815
1071,nostrand playground,nostrand playground,park_direct,av,B-17,-73.9470580867,40.6381148428
1072,stockton playground,stockton playground,park_direct,av,B-03,-73.9486737671,40.6972837368
1073,william t davis wildlife refuge,davis playground,other,av,R-01,-74.0856098568,40.6422860218
1074,decatur playground,decatur playground,park_direct,av,B-03,-73.9365511827,40.6814357141
1075,garrison playground,garrison playground,park_direct,av,X-01,-73.9283164288,40.817539281
1076,recreation center - st. mary's,st. mary's park,other,v,X-01,-73.9122189654,40.8114699391
1077,recreation center - st. mary's,st. mary's park,other,v,B-06,-73.9972199046,40.6764312268
1078,recreation center - st. mary's,st. mary's park,other,v,B-06,-73.9975404992,40.6757855782
1079,crotona park - playground of the stars,crotona park,empiric,av,X-03,-73.8948952325,40.8385853826
1080,playground eighty - ps 115,playground eighty (lxxx),pgs,v,Q-13,-73.7096,40.7447
1081,35 playground,ravenswood playground,pgs,v,Q-01,-73.9352,40.7629
1082,van cortlandt park - stables area,van cortlandt park,empiric,av,X-13,-73.8866670724,40.8971015129
1083,julio carballo field,julio carballo fields,other,av,X-02,-73.8892507607,40.8156009557
1084,starlight park - bridge playground,bridge playground,pgs,v,X-04,-73.9242,40.8443
1085,highbridge recreation center,highbridge park,other,v,M-12A,-73.9304651001,40.846501499
1086,highbridge recreation center,highbridge park,other,v,X-04,-73.9267891522,40.8420769652
1087,brook park,brook park,park_direct,av,X-01,-73.9187390534,40.8095452552
1088,clintonville playground - jhs 194,clintonville playground,pgs,av,Q-07,-73.8073,40.7831
1089,jamaica playground - ps 40,jamaica playground (ps 40),pgs,av,Q-12,-73.791,40.6932
1090,stars and stripes playground,stars  stripes playground,pgs,av,X-12,-73.8396,40.8855
1091,hammel playground,hammel playground,park_direct,av,Q-14,-73.8093741492,40.588202858
1092,coleman square playground,coleman playground,pgs,av,M-03,-73.9932,40.7112
1093,carmansville playground,carmansville playground,park_direct,av,M-09,-73.9442577257,40.8291888221
1094,police officer edward byrne park,police officer edward byrne park,park_direct,av,Q-10,-73.8074420132,40.6673391911
1095,linden park - jhs 166,linden park,other,v,B-05,-73.8869986176,40.6589523844
1096,scarangella park - lafayette playground,lafayette playground,pgs,av,B-03,-73.9301,40.6926
1097,scarangella park - lafayette playground,lafayette playground,pgs,av,B-13,-73.9854,40.5946
1098,hunt's point riverside park,hunts point riverside park,other,av,X-02,-73.8816008156,40.8176824444
1099,saul weprin playground - ps 162,saul weprin playground,pgs,av,Q-11,-73.7764,40.748
1100,107th street pier,pier 107 cvii,other,v,M-11,-73.9366464772,40.7890719341
1101,central park - conservatory garden,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1102,newtown barge terminal playground,newtown barge terminal playground,pgs,av,B-01,-73.96,40.7359
1103,clinton community garden,clinton community garden,park_direct,av,M-04,-73.9917338694,40.7627793216
1104,fort greene playground,fort greene playground,pgs,av,B-02,-73.9771,40.6924
1105,buswhick playground,bushwick playground,pgs,av,B-04,-73.9122,40.6961
1106,maurice a fitzgerald playground,maurice a fitzgerald playground,park_direct,av,Q-09,-73.8397534266,40.6903187626
1107,barretto park,barretto park,park_direct,av,X-02,-73.8886304423,40.8128497158
1108,central park - pat hoffman friedman playground,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1109,golf course - dyker beach,dyker beach golf course,golf,v,B-10,-74.019322,40.612496
1110,stanley isaacs court,stanley isaacs playground,other,v,M-08,-73.944366003,40.7830856651
1111,grady playground,grady playground,park_direct,av,B-13,-73.9647123653,40.5830531067
1112,old town playground,old town playground,park_direct,av,R-02,-74.081361105,40.5953947665
1113,red hook park - bush clinton park playground,red hook recreation area,empiric,av,B-06,-74.0056997559,40.6718688587
1114,pontiac playground,pontiac playground,park_direct,av,X-01,-73.9082310558,40.8142517087
1115,steeplechase park,steeplechase park,park_direct,av,B-13,-73.9839579841,40.5740714616
1116,sheltering arms park,sheltering arms playground,other,v,M-09,-73.9558595789,40.8150427475
1117,pelham bay park - orchard beach playground,pelham bay park,empiric,av,X-11,-73.8042018565,40.8681072084
1118,van cortlandt park - north east forest,van cortlandt park,empiric,av,X-13,-73.8866670724,40.8971015129
1119,forest park - joseph devoy playground,forest park,empiric,av,Q-16,-73.853002977,40.7020526074
1120,corporal john a seravalli playground,corporal john a. seravalli playground,empiric,av,M-02,-74.0047936709,40.7390711593
1121,jacobs ladder,jacob's ladder playground,other,av,B-01,-73.9670277962,40.7048688929
1122,cuite park,thomas j. cuite park,other,v,B-07,-73.9786563771,40.6542360521
1123,george walker jr. park,george walker jr. park,park_direct,av,B-05,-73.8951131575,40.6786176084
1124,brooklyn bears rockwell pl garden,brooklyn bears rockwell pl garden,park_direct,av,B-02,-73.9792644029,40.6869459936
1125,hunts point playground,hunts point playground,park_direct,av,X-02,-73.8859705198,40.8141365598
1126,lower highland playground,lower highland playground,pgs,av,B-05,-73.8856,40.684
1127,clason point park,soundview park,other,v,X-09,-73.8662327228,40.8115799914
1128,space time playground,space time playground,park_direct,av,X-09,-73.8598761049,40.8223244962
1129,p.o. serrano playground,p.o. serrano playground,park_direct,av,X-09,-73.8510155465,40.8234002894
1130,randall's island park,randall's island park,park_direct,av,M-11R,-73.9217838021,40.7956532901
1131,canal park,canal park,park_direct,av,M-01,-74.0105809762,40.7253444324
1132,recreation center - lost battalion hall,lost battalion hall recreation center,other,av,Q-06,-73.8651022818,40.7322194217
1133,frank golden park,frank golden park,park_direct,av,Q-07,-73.8337390261,40.7848364554
1134,henry m jackson playground,henry m jackson playground,pgs,av,M-03,-73.9815,40.714
1135,south rochdale playground - ps 80,south rochdale playground,pgs,av,Q-12,-73.7691,40.6738
1136,canarsie park - dinapoli playground,dinapoli playground,pgs,av,B-18,-73.8931,40.6308
1137,fresh creek nature preserve,fresh creek nature preserve,park_direct,av,B-18,-73.8844686214,40.6439790898
1138,reeds basket willow's swamp,reed's basket willow swamp park,other,av,R-02,-74.1042696789,40.6013742863
1139,james weldon johnson playground - ps 57,james weldon johnson playground,pgs,av,M-11,-73.9418,40.7972
1140,merriam playground - upper,merriam playground (upper),pgs,av,X-04,-73.9269,40.8406
1141,golf course - randalls island driving range,randall's island park,other,v,M-11R,-73.9217838021,40.7956532901
1142,bayside fields,bayside fields,park_direct,av,Q-11,-73.7856999522,40.7729719924
1143,fresh meadows playground - ps 173,fresh meadows playground,pgs,av,Q-08,-73.7962,40.7341
1144,recreation center - north meadow,central park,other,v,M-13,-73.9655584012,40.7824838384
1145,upper highland playground,upper highland playground,pgs,av,B-05,-73.8927,40.6829
1146,bridge park 3,bridge park 3,park_direct,av,B-02,-73.9852536191,40.7003011668
1147,frank golden park - 136 street playground,136 st playground,pgs,v,Q-07,-73.833,40.7848
1148,arrow community garden,a.r.r.o.w. field house,other,av,Q-01,-73.9262867645,40.7558283869
1149,horace harding playground - ps 206,horace harding playground,pgs,av,Q-06,-73.8605,40.7332
1150,greencroft playground - ps 53,greencroft playground,pgs,av,R-03,-74.1364,40.5518
1151,pelham bay park - orchard beach pavilion,pelham bay park,empiric,av,X-11,-73.8042018565,40.8681072084
1152,wald playground,wald playground,park_direct,av,M-03,-73.9768821501,40.7196903447
1153,ocean parkway malls,ocean parkway malls,park_direct,av,B-12,-73.9690710814,40.6121568335
1154,pat williams playground,pat williams playground,park_direct,av,Q-13,-73.7295167995,40.7130395036
1155,highbridge park - fort george playground,ft george playground,pgs,v,M-12A,-73.9259,40.8584
1156,flushing meadows and corona park - world ice arena,flushing meadows corona park,empiric,av,Q-15,-73.8417856108,40.743279099
1157,nathan straus playground - ps 140,nathan straus playground,pgs,av,M-03,-73.984,40.7192
1158,recreation center - mullaly,mullaly park,other,v,X-04,-73.9242072201,40.8327744684
1159,east springfield playground,east springfield playground,park_direct,av,Q-13,-73.7400052604,40.6984275962
1160,highbridge park - cpf playground,cpf playground,pgs,v,M-12A,-73.9339,40.842
1161,cabbell park,cabbell park,pgs,v,Q-13,-73.7429,40.6893
1162,saint nicholas park - arlington ollie edinboro playground,arlington edinboro playground,pgs,v,M-09,-73.9468,40.8205
1163,houston playground,houston playground,park_direct,av,B-16,-73.9050707586,40.672204421
1164,breukelen park,breukelen playground,pgs,v,B-18,-73.8939,40.6536
1165,jackie robinson park,jackie robinson park,park_direct,av,B-03,-73.9278117156,40.6802120196
1166,jackie robinson park,jackie robinson park,park_direct,av,M-10,-73.9411297968,40.8265850181
1167,jackie robinson park,jackie robinson park,park_direct,av,B-03,-73.9278117156,40.6802120196
1168,jackie robinson park,jackie robinson park,park_direct,av,M-10,-73.9411297968,40.8265850181
1169,sunshine playground,sunshine playground,park_direct,av,M-11,-73.9478471177,40.7884925153
1170,laurelton parkway,laurelton parkway,park_direct,av,Q-13,-73.7317570942,40.6774017361
1171,79th street boat basin marina,henry hudson parkway,other,v,X-08,-73.9047569262,40.897375086
1172,prospect park - ocean avenue,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
1173,hoe garden,hoe garden,park_direct,av,X-02,-73.8900961739,40.8226400608
1174,pelham bay park - central woodland,pelham bay park,empiric,av,X-11,-73.8042018565,40.8681072084
1175,100 percent playground - ps 242,100% playground,pgs,v,B-18,-73.8992,40.6465
1176,lannett playground - ps 197,lannett playground,pgs,v,Q-14,-73.7441,40.5995
1177,115th street playground,115th street playground,pgs,av,Q-07,-73.8526,40.7852
1178,monsignor mcgolrick playground,monsignor mcgolrick playground,pgs,av,B-01,-73.9433,40.7253
1179,ambrosini field,ambrosini field,park_direct,av,X-10,-73.7833929588,40.8445008803
1180,bayswater park,bayswater park,park_direct,av,Q-14,-73.7696584459,40.5995034848
1181,lafayette gardens playground,lafayette gardens playground,park_direct,av,B-03,-73.9575065662,40.6897534254
1182,tanahey playground,tanahey playground,park_direct,av,M-03,-73.9951803044,40.7101602436
1183,gunn park - ps 18,p.s. 18,school,v,M-12,-73.91218129,40.8717834129
1184,gowanus playground,gowanus playground,pgs,av,B-06,-73.9879,40.6846
1185,van cortlandt park - parade ground south,van cortlandt park,empiric,av,X-13,-73.8866670724,40.8971015129
1186,rockaway playground - n,rockaway playground - n,pgs,av,Q-14,-73.8087,40.5854
1187,riverside park - riverbank playground,riverside park,pgs,av,M-14,-73.976,40.7967
1188,crotona park - prospect park playground,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
1189,angelo campanero playground,angelo campanero playground,pgs,av,X-11,-73.8429,40.8681
1190,playground 62 - ps 220,playground sixty-two,pgs,v,Q-06,-73.8529,40.7361
1191,little flower playground,little flower playground,park_direct,av,M-03,-73.9882368549,40.7124371532
1192,174 st playground,174 st playground,pgs,av,Q-12,-73.778,40.6935
1193,macarthur park,macarthur park,park_direct,av,M-06,-73.9651474043,40.7522039165
1194,golf course - forest park,forest park,empiric,av,Q-16,-73.853002977,40.7020526074
1195,hinton park,hinton park,park_direct,av,Q-03,-73.8549427207,40.7560112389
1196,recreation center - williamsbridge oval,williamsbridge oval,other,av,X-07,-73.8773857164,40.8776274396
1197,flushing meadows and corona park - buzz vollmer playground,flushing meadows corona park,empiric,av,Q-15,-73.8417856108,40.743279099
1198,central park - sheep meadow,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1199,herman dolgon playground,herman dolgon playground,park_direct,av,B-15,-73.9400025503,40.5980920557
1200,ps 155 playground,ps 155 playground,pgs,av,M-11,-73.9355,40.7973
1201,miracle garden,miracle garden,park_direct,av,M-03,-73.9835276947,40.7226526189
1202,miracle garden,miracle garden,park_direct,av,X-06,-73.8877323487,40.8424701322
1203,miracle garden,miracle garden,park_direct,av,M-03,-73.9835276947,40.7226526189
1204,miracle garden,miracle garden,park_direct,av,X-06,-73.8877323487,40.8424701322
1205,golf course - latourette,la tourette golf course,golf,av,R-02,-74.146957,40.576395
1206,downing street playground,downing street playground,park_direct,av,M-02,-74.0027144708,40.7298538106
1207,cadwallader colden playground - ps 214,cadwallader colden playground,pgs,av,Q-07,-73.8272,40.7702
1208,100 percent playground - ps 242,100% playground,pgs,v,B-18,-73.8992,40.6465
1209,recreation center - playground for all children,playground for all children,pgs,v,Q-15,-73.8492,40.7411
1210,recreation center - playground for all children,playground for all children,pgs,v,X-15,-73.8256,40.8485
1211,sixteen sycamores playground,sixteen sycamores playground,park_direct,av,B-02,-73.981005684,40.6867917268
1212,peace park,peace park,park_direct,av,X-05,-73.9051714873,40.8451842063
1213,real good park,real good park,park_direct,av,Q-06,-73.8573454627,40.7355563272
1214,inwood hill park - the clove,inwood hill park,empiric,av,M-12,-73.9255128836,40.8725600843
1215,linnaeus playground,linnaeus park,other,v,Q-11,-73.7507443522,40.7538056239
1216,gonzalo plasencia playground,gonzalo plasencia playground,park_direct,av,B-07,-74.0084233782,40.6525852554
1217,captain mario fajardo park,captain mario fajardo park,pgs,v,Q-07,-73.8147,40.7434
1218,van cortlandt park - croton woods,van cortlandt park,empiric,av,X-13,-73.8866670724,40.8971015129
1219,mcdonald playground - brooklyn,mcdonald playground,pgs,av,B-15,-73.972,40.6006
1220,mcdonald playground - brooklyn,mcdonald playground,pgs,av,R-01,-74.1153,40.6296
1221,mercer playground,mercer playground,park_direct,av,M-02,-73.9962089719,40.7275889185
1222,tot lot 116,riverside park,other,v,M-14,-73.9536580952,40.826069869
1223,tot lot 116,riverside park,other,v,M-14,-73.9745612683,40.7988335229
1224,youth village,youth village,park_direct,av,X-03,-73.9029275725,40.8287041334
1225,seeley park,seeley park,park_direct,av,B-07,-73.9778398149,40.6533824334
1226,starr playground,starr playground,park_direct,av,Q-05,-73.9178063957,40.7097855707
1227,recreation center - alfred e. smith,alfred e. smith recreation center,recr,v,M-03,-73.9967905,40.7105245
1228,laurelton west playground,laurelton west playground,pgs,av,Q-13,-73.727,40.685
1229,cunningham park - mclaughlin playground,mclaughlin playground,pgs,av,Q-08,-73.7663,40.7255
1230,cunningham park - mclaughlin playground,mclaughlin playground,pgs,av,X-08,-73.9054,40.8879
1231,montbellier park,montbellier park,park_direct,av,Q-12,-73.7565773143,40.6747200363
1232,pelham bay park - playground for all children,pelham bay park,empiric,av,X-11,-73.8042018565,40.8681072084
1233,underhill playground - queens,underhill playground,pgs,av,B-08,-73.9657,40.6767
1234,underhill playground - queens,underhill playground,pgs,av,Q-11,-73.7879,40.7448
1235,sy seplowe playground - ps 94,p.s. 94,school,v,B-07,-74.0089866256,40.6437443486
1236,lieutenant petrosino square,petrosino square,other,av,M-02,-73.9974385461,40.7217122916
1237,central park - blockhouse one,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1238,staten island greenbelt - southwest latourette,greenbelt native plant center,empiric,av,R-02,-74.181555042,40.5960761085
1239,judge moses weinstein playground,judge moses weinstein playground,park_direct,av,Q-08,-73.8205852843,40.7180182667
1240,van cortlandt park - nw forest,van cortlandt park,empiric,av,X-13,-73.8866670724,40.8971015129
1241,"van cortlandt park - mansion, tennis courts, memorial grove",van cortlandt park,empiric,av,X-13,-73.8866670724,40.8971015129
1242,p.o. nicholas demutis playground,police officer nicholas demuti,pgs,v,Q-10,-73.8393,40.6818
1243,kaiser park - leon s kaiser playground,leon s kaiser playground,pgs,av,B-13,-73.9954,40.5782
1244,jamaica bay park,jamaica bay park,park_direct,av,Q-14,-73.7686778353,40.6178679657
1245,101 street soccer field,101st st. soccer field,pgs,v,M-14,-73.9736,40.8007
1246,ramon aponte park,ramon aponte park,park_direct,av,M-04,-73.9893505993,40.7614478738
1247,coleman playground,coleman playground,park_direct,av,M-03,-73.9935201125,40.7111718247
1248,powell's cove park,powell's cove park,park_direct,av,Q-07,-73.8350243045,40.7900554572
1249,rainey park - bronx,rainey park playground,pgs,v,Q-01,-73.9403,40.7667
1250,remsen playground,remsen playground,park_direct,av,B-18,-73.907355898,40.6423266053
1251,frederick b judge playground,frederick b judge playground,pgs,av,Q-10,-73.8082,40.6835
1252,recreation center - j. hood wright,j. hood wright recreation center,recr,v,M-12,-73.9404478,40.8463854
1253,p. o. serrano playground,p. o. serrano playground,pgs,av,X-09,-73.851,40.8234
1254,alice austen house and park,alice austen park,other,v,R-01,-74.0625730379,40.6158359398
1255,crotona park - carter playground,crotona park,empiric,av,X-03,-73.8948952325,40.8385853826
1256,addabbo playground,addabbo playground,pgs,av,Q-10,-73.854,40.6731
1257,tot lot one hundred and ten,riverside park,other,v,M-14,-73.9536580952,40.826069869
1258,tot lot one hundred and ten,riverside park,other,v,M-14,-73.9745612683,40.7988335229
1259,evergreen playground,evergreen playground,park_direct,av,B-04,-73.9107589572,40.6861077875
1260,riverside park - palisades playground,riverside park,pgs,av,M-14,-73.976,40.7967
1261,river park,harlem river park,other,v,M-11,-73.9339638333,40.8063039871
1262,river park,harlem river park,other,v,M-11,-73.9346204321,40.8077851404
1263,river park,harlem river park,other,v,M-11,-73.9315336449,40.8037884226
1264,river park,harlem river park,other,v,M-11,-73.9309188254,40.8036321246
1265,river park,harlem river park,other,v,X-04,-73.9308430313,40.8391840049
1266,golf course - marine park,marine park,empiric,av,B-18,-73.9203077445,40.5967983084
1267,jackie robinson playground,jackie robinson playground,park_direct,av,B-09,-73.959237386,40.6657903514
1268,rockaway community park,rockaway community park,park_direct,av,Q-14,-73.7804236818,40.6034954315
1269,park slope playground,park slope playground,park_direct,av,B-06,-73.9785512319,40.6768333838
1270,forest park - mary whalen playground,forest park,empiric,av,Q-16,-73.853002977,40.7020526074
1271,fort 4 playground,fort #4 playground,pgs,av,X-08,-73.9009,40.8747
1272,brooklyn botanic garden 1 - expire,brooklyn botanic garden,other,av,B-19,-73.9638700612,40.667719246
1273,central park - heckscher ballfields and playground,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1274,glendale playground,glendale playground,pgs,av,Q-05,-73.8818,40.7049
1275,frederick b judge memorial playground,frederick b judge playground,pgs,av,Q-10,-73.8082,40.6835
1276,tall oak playground - ps 46,tall oak playground,pgs,av,Q-11,-73.7582,40.7462
1277,equity park,equity park,park_direct,av,Q-09,-73.8533203594,40.6912511267
1278,maclaughlin,maclaughlin playground,other,av,X-08,-73.9053336508,40.8879626616
1279,eastchester  playground,eastchester playground,pgs,av,X-11,-73.8528,40.8698
1280,queensbridge baby park,queensbridge park,other,av,Q-01,-73.9481856467,40.7557953144
1281,morgan playground,morgan playground,park_direct,av,X-03,-73.9074353051,40.8322742957
1282,st mary's playground east,st mary's playground east,pgs,av,X-01,-73.9104,40.8103
1283,roebling playground,roebling playground,park_direct,av,B-01,-73.9617248558,40.7063488925
1284,galapo playground,galapo playground,park_direct,av,B-15,-73.9467295958,40.5979954488
1285,east elmhurst playground - ps 127,east elmhurst playground,pgs,av,Q-03,-73.8709,40.7655
1286,broad channel american park,broad channel american park,park_direct,av,Q-14,-73.8228193073,40.5963990867
1287,columbus park - korean war veterans plaza,columbus park,other,av,M-03,-74.0000040837,40.7151404124
1288,columbus park - korean war veterans plaza,columbus park,other,av,B-02,-73.9899686241,40.6936517952
1289,prospect playground,prospect playground,park_direct,av,X-06,-73.8907341127,40.8432527366
1290,pleasant village community gdn,pleasant village community garden,other,av,M-11,-73.9316056037,40.7965728096
1291,hellgate field,whitey ford field,other,v,Q-01,-73.9348355927,40.7776469608
1292,central park - conservatory gardens west landscape,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1293,goodwin gardens,goodwin gardens,park_direct,av,B-04,-73.9234513997,40.6911333932
1294,northerleigh park,northerleigh park,park_direct,av,R-01,-74.134087164,40.62283325
1295,benson playground,benson playground,park_direct,av,B-11,-74.0022610972,40.6024335176
1296,mariners harbor playground,mariners harbor playground,park_direct,av,R-01,-74.1604711794,40.6365637031
1297,staten island greenbelt park - william t. davis wildlife refuge,greenbelt native plant center,empiric,av,R-02,-74.181555042,40.5960761085
1298,cypress hills park,cypress hills playground,other,v,B-05,-73.8716811927,40.6704436958
1299,arden woods,arden woods,park_direct,av,R-03,-74.190492081,40.557932397
1300,central park - west 68th street playground,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1301,pearl st playground,pearl st playground,park_direct,av,M-01,-74.0039725103,40.7078218989
1302,alfred e smith park,alfred e. smith playground,other,v,M-03,-73.9974813224,40.7105979164
1303,tudor grove playground,tudor grove playground,park_direct,av,M-06,-73.971149285,40.7490469914
1304,playground of the americas,playground of the americas,park_direct,av,M-02,-74.0027146903,40.728002741
1305,playground one twenty five - ps 125,ps 125 playground,pgs,v,B-16,-73.9091,40.6651
1306,alley pond park - wild flower meadow,alley pond park,other,av,Q-11,-73.7468585479,40.7536076531
1307,central park - the great hill,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1308,ten mile river playground,ten mile river playground,pgs,av,M-14,-73.9523,40.8298
1309,o'donohue park,rockaway beach and boardwalk,other,v,Q-14,-73.7761361368,40.5886009332
1310,alley playground - ps 213,alley athletic playground,pgs,v,Q-13,-73.7343,40.7395
1311,mariner's marsh park,mariners marsh park,other,av,R-01,-74.1749646152,40.6371600054
1312,orchard beach park - nature center,orchard beach and promenade,beach,av,X-15A,-73.7938,40.8664
1313,bellerose playground - ps 133,bellerose playground,pgs,av,Q-13,-73.7179,40.7328
1314,field of dreams park,field of dreams park,park_direct,av,X-02,-73.892271515,40.8265840136
1315,newtown playground,newtown playground,park_direct,av,Q-04,-73.869525761,40.7363130075
1316,sgt william dougherty playground,sgt william dougherty playground,pgs,av,B-01,-73.9371,40.7237
1317,hugenot ponds park,huguenot ponds park,other,av,R-03,-74.1895824572,40.5303759262
1318,pelham bay park - hunter island,pelham bay park,empiric,av,X-11,-73.8042018565,40.8681072084
1319,9th st community garden park,9th st community garden park,park_direct,av,M-03,-73.9774606837,40.7253717619
1320,eastern parkway malls,eastern parkway,other,av,B-08,-73.9457888015,40.6698907856
1321,triborough bridge playground a,triborough bridge playground a,pgs,av,Q-01,-73.923016,40.776005
1322,holy cow playground  - ps 179,holy cow playground,pgs,v,Q-08,-73.7774,40.7414
1323,veterans park,veterans park,park_direct,av,R-01,-74.131768666,40.6371972351
1324,veterans park,veterans park,park_direct,av,Q-14,-73.8188867405,40.6110392105
1325,veterans park,veterans park,park_direct,av,R-01,-74.131768666,40.6371972351
1326,veterans park,veterans park,park_direct,av,Q-14,-73.8188867405,40.6110392105
1327,playground twenty one - ps 184,playground twenty-one,pgs,av,Q-07,-73.7985,40.7783
1328,coney island - abe stark ice skating rink,coney island creek park,other,av,B-13,-74.0046688141,40.5814543404
1329,glenwood playground,glenwood playground,park_direct,av,B-18,-73.9197878082,40.6367406989
1330,drew playground,drew playground,park_direct,av,X-03,-73.9033325347,40.8331458923
1331,joseph p addabbo memorial park,tudor park,other,v,Q-10,-73.8521294565,40.6726227164
1332,staten island greenbelt park - deere park,greenbelt native plant center,empiric,av,R-02,-74.181555042,40.5960761085
1333,prospect park - prospect lake near west island,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
1334,fox playground 2,fox playground,pgs,av,B-18,-73.9239,40.6323
1335,fox playground 2,fox playground,pgs,av,X-02,-73.8985,40.815
1336,central park - bernard playground,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1337,ave j playground,ave j playground,pgs,av,B-18,-73.8931,40.644
1338,gardens of union,gardens of union,park_direct,av,B-06,-73.9824682581,40.6769260127
1339,kings plaza marina,marine park,other,v,B-18,-73.9203077445,40.5967983084
1340,holcombe rucker park,holcombe rucker park,park_direct,av,M-10,-73.9359540219,40.8292141577
1341,pugsley creek park,pugsley creek park,park_direct,av,X-09,-73.8514644657,40.8119401326
1342,mill pond park,mill pond park,park_direct,av,X-04,-73.9317127384,40.8220884266
1343,pelham bay little league park,pelham bay little league,other,av,X-11,-73.8393442184,40.8415762999
1344,livonia park,livonia park,park_direct,av,B-16,-73.9019979204,40.6639380903
1345,sobel green,sobel court park,other,v,R-01,-74.0837861617,40.6149708196
1346,vernon playground,vernon playground,pgs,av,Q-01,-73.947,40.7571
1347,vernon playground,vernon playground,pgs,av,Q-01,-73.947,40.7571
1348,triborough bridge playground c,triborough bridge playground c,park_direct,av,Q-01,-73.9222387704,40.7739775834
1349,pelham bay park - nature center,pelham bay park,empiric,av,X-11,-73.8042018565,40.8681072084
1350,bunker ponds park,bunker ponds park,park_direct,av,R-03,-74.1827528554,40.5235872733
